"Name","State","Notes","User","Tags","Created","Runtime","Sweep","decay","epochs","learning_rate","model","n_estimators","Estimator","F1 Score","Precision","Recall","Validation Accuracy"
"giddy-sweep-29","finished","-","solrak","","2022-07-06T23:06:28.000Z","24","tbsrxpu5","0.0032861917561422937","100","0.009233473076920996","Sentan","","","0.2569444477558136","0.06445662677288055","0.22157755494117737","0.2569444477558136"
"polished-sweep-28","finished","-","solrak","","2022-07-06T23:05:06.000Z","73","tbsrxpu5","0.0901613023088921","700","0.061345814390343395","Sentan","","","0.1145833358168602","0.07579787075519562","0.1339285671710968","0.1145833358168602"
"zesty-sweep-27","finished","-","solrak","","2022-07-06T23:04:42.000Z","19","tbsrxpu5","0.05894934980793224","100","0.010522804589744068","Sentan","","","0.3368055522441864","0.27699142694473267","0.32533013820648193","0.3368055522441864"
"major-sweep-26","finished","-","solrak","","2022-07-06T23:04:07.000Z","29","tbsrxpu5","0.09078196245020076","200","0.04965053215534081","Sentan","","","0.25","0.16975580155849457","0.2501119077205658","0.25"
"whole-sweep-25","finished","-","solrak","","2022-07-06T23:03:14.000Z","49","tbsrxpu5","0.05704585678857075","200","0.05793323132782021","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"neat-sweep-24","finished","-","solrak","","2022-07-06T23:02:20.000Z","48","tbsrxpu5","0.06404838990948347","200","0.02944869406139931","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"denim-sweep-23","finished","-","solrak","","2022-07-06T22:59:46.000Z","147","tbsrxpu5","0.09156078608162135","700","0.0703628064215914","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"sunny-sweep-22","finished","-","solrak","","2022-07-06T22:59:11.000Z","28","tbsrxpu5","0.08871972672173593","200","0.027628726212041346","Sentan","","","0.3090277910232544","0.18082401156425476","0.2969566583633423","0.3090277910232544"
"autumn-sweep-21","finished","-","solrak","","2022-07-06T22:57:49.000Z","74","tbsrxpu5","0.08543753178731392","700","0.021367908372134876","Sentan","","","0.2708333432674408","0.17821767926216123","0.2692910432815552","0.2708333432674408"
"true-sweep-20","finished","-","solrak","","2022-07-06T22:57:13.000Z","30","tbsrxpu5","0.006560746775281472","100","0.048094829794189026","Dias","","","0.1527777761220932","0.059662945568561554","0.15522843599319458","0.1527777761220932"
"glowing-sweep-19","finished","-","solrak","","2022-07-06T22:54:47.000Z","141","tbsrxpu5","0.08485506973766786","700","0.08907677717966735","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"earthy-sweep-18","finished","-","solrak","","2022-07-06T22:54:11.000Z","29","tbsrxpu5","0.05270027266094286","200","0.08435815822844958","Sentan","","","0.21875","0.1366697996854782","0.2191252559423447","0.21875"
"flowing-sweep-17","finished","-","solrak","","2022-07-06T22:53:36.000Z","30","tbsrxpu5","0.014713548588007209","100","0.06057531928700762","Dias","","","0.204861119389534","0.08131367713212967","0.2097490280866623","0.2048611044883728"
"glamorous-sweep-16","finished","-","solrak","","2022-07-06T22:53:01.000Z","30","tbsrxpu5","0.05715097348187751","100","0.0036926384506165183","Dias","","","0.3576388955116272","0.3247296214103699","0.34294891357421875","0.3576388955116272"
"mild-sweep-15","finished","-","solrak","","2022-07-06T22:52:08.000Z","49","tbsrxpu5","0.06343957576428157","200","0.055479176159296366","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"floral-sweep-14","finished","-","solrak","","2022-07-06T22:50:44.000Z","73","tbsrxpu5","0.08829894229861972","700","0.09865605334884706","Sentan","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"misty-sweep-13","finished","-","solrak","","2022-07-06T22:50:08.000Z","30","tbsrxpu5","0.023672484064102956","200","0.08220271377730924","Sentan","","","0.2361111044883728","0.24023792147636416","0.23772598803043363","0.2361111044883728"
"distinctive-sweep-12","finished","-","solrak","","2022-07-06T22:47:38.000Z","143","tbsrxpu5","0.09507797428379866","700","0.05881478589740255","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"sweepy-sweep-11","finished","-","solrak","","2022-07-06T22:45:03.000Z","146","tbsrxpu5","0.038539840142363065","700","0.001938987131513235","Dias","","","0.5625","0.548180341720581","0.552591860294342","0.5625"
"dutiful-sweep-10","finished","-","solrak","","2022-07-06T22:44:03.000Z","51","tbsrxpu5","0.07432833130760191","200","0.014138301038470354","Dias","","","0.1909722238779068","0.052734375","0.19821429252624512","0.1909722238779068"
"olive-sweep-9","finished","-","solrak","","2022-07-06T22:43:33.000Z","20","tbsrxpu5","0.07915813467001846","100","0.07521041423406177","Sentan","","","0.1979166716337204","0.05104166641831398","0.20297619700431824","0.1979166716337204"
"daily-sweep-8","finished","-","solrak","","2022-07-06T22:42:57.000Z","29","tbsrxpu5","0.08532248616073869","100","0.061044823580979235","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"neat-sweep-7","finished","-","solrak","","2022-07-06T22:42:16.000Z","36","tbsrxpu5","0.07642999083173016","100","0.07603127740653531","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"dulcet-sweep-6","finished","-","solrak","","2022-07-06T22:40:47.000Z","81","tbsrxpu5","0.09607321744483883","700","0.024085424691312033","Sentan","","","0.2847222089767456","0.18529003858566284","0.27572113275527954","0.2847222089767456"
"solar-sweep-5","finished","-","solrak","","2022-07-06T22:39:48.000Z","49","tbsrxpu5","0.06921961967419722","200","0.04780067969210202","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"solar-sweep-4","finished","-","solrak","","2022-07-06T22:39:05.000Z","36","tbsrxpu5","0.05864036456619379","200","0.04778050340341424","Sentan","","","0.3159722089767456","0.25046083331108093","0.30446603894233704","0.3159722089767456"
"genial-sweep-3","finished","-","solrak","","2022-07-06T22:38:29.000Z","29","tbsrxpu5","0.07051739640318669","200","0.08919720207676185","Sentan","","","0.2152777761220932","0.09380648285150528","0.21423396468162537","0.2152777761220932"
"leafy-sweep-2","finished","-","solrak","","2022-07-06T22:37:35.000Z","49","tbsrxpu5","0.095680182803624","200","0.05902622200533491","Dias","","","0.1041666641831398","0.013020833022892477","0.125","0.1041666641831398"
"youthful-sweep-1","finished","-","solrak","","2022-07-06T22:37:06.000Z","23","tbsrxpu5","0.05825186186191146","100","0.08643007009692806","Sentan","","","0.2256944477558136","0.08849629014730453","0.1876354217529297","0.2256944477558136"
